Mark_ID,Student_ID,Course_ID,Assignment,Quiz,Mid_Sem,End_Sem,Total,Grade,Grade_Point
MRK19278,STU1928,CRS328,6,5,20,40,71,B+,8
MRK19279,STU1928,CRS329,5,10,11,37,63,B,7
MRK19280,STU1928,CRS330,9,6,11,24,50,C,6
MRK19281,STU1929,CRS321,7,8,18,21,54,C,6
MRK19282,STU1929,CRS322,6,8,16,19,49,D,5
MRK19283,STU1929,CRS323,6,5,30,25,66,B,7
MRK19284,STU1929,CRS324,9,8,15,18,50,C,6
MRK19285,STU1929,CRS325,10,10,24,43,87,A,9
MRK19286,STU1929,CRS326,10,6,11,45,72,B+,8
MRK19287,STU1929,CRS327,6,9,28,24,67,B,7
MRK19288,STU1929,CRS328,9,5,12,49,75,B+,8
MRK19289,STU1929,CRS329,7,9,22,27,65,B,7
MRK19290,STU1929,CRS330,9,5,28,47,89,A,9
MRK19291,STU1930,CRS321,5,6,25,35,71,B+,8
MRK19292,STU1930,CRS322,8,6,17,33,64,B,7
MRK19293,STU1930,CRS323,6,9,26,39,80,A,9
MRK19294,STU1930,CRS324,5,9,30,21,65,B,7
MRK19295,STU1930,CRS325,9,10,19,37,75,B+,8
MRK19296,STU1930,CRS326,6,4,20,43,73,B+,8
MRK19297,STU1930,CRS327,8,7,10,37,62,B,7
MRK19298,STU1930,CRS328,8,6,20,22,56,C,6
MRK19299,STU1930,CRS329,7,7,15,24,53,C,6
MRK19300,STU1930,CRS330,6,4,15,19,44,D,5
MRK19301,STU1931,CRS321,9,8,13,18,48,D,5
MRK19302,STU1931,CRS322,10,10,16,29,65,B,7
MRK19303,STU1931,CRS323,10,4,24,40,78,B+,8
MRK19304,STU1931,CRS324,9,5,14,50,78,B+,8
MRK19305,STU1931,CRS325,6,5,20,40,71,B+,8
MRK19306,STU1931,CRS326,9,4,23,45,81,A,9
MRK19307,STU1931,CRS327,9,10,17,34,70,B+,8
MRK19308,STU1931,CRS328,5,9,29,36,79,B+,8
MRK19309,STU1931,CRS329,5,5,29,30,69,B,7
MRK19310,STU1931,CRS330,10,10,23,39,82,A,9
MRK19311,STU1932,CRS321,7,5,10,50,72,B+,8
MRK19312,STU1932,CRS322,8,6,23,19,56,C,6
MRK19313,STU1932,CRS323,9,9,26,29,73,B+,8
MRK19314,STU1932,CRS324,10,7,25,43,85,A,9
MRK19315,STU1932,CRS325,6,5,10,46,67,B,7
MRK19316,STU1932,CRS326,8,10,16,21,55,C,6
MRK19317,STU1932,CRS327,5,4,21,40,70,B+,8
MRK19318,STU1932,CRS328,10,10,20,24,64,B,7
MRK19319,STU1932,CRS329,7,10,30,34,81,A,9
MRK19320,STU1932,CRS330,7,9,15,33,64,B,7
MRK19321,STU1933,CRS321,8,5,22,43,78,B+,8
MRK19322,STU1933,CRS322,8,5,17,47,77,B+,8
MRK19323,STU1933,CRS323,10,4,16,42,72,B+,8
MRK19324,STU1933,CRS324,5,8,28,32,73,B+,8
MRK19325,STU1933,CRS325,10,10,16,36,72,B+,8
MRK19326,STU1933,CRS326,5,8,11,29,53,C,6
MRK19327,STU1933,CRS327,9,4,17,43,73,B+,8
MRK19328,STU1933,CRS328,5,9,18,27,59,C,6
MRK19329,STU1933,CRS329,7,7,14,32,60,B,7
MRK19330,STU1933,CRS330,9,10,28,42,89,A,9
MRK19331,STU1934,CRS321,5,4,18,26,53,C,6
MRK19332,STU1934,CRS322,5,5,16,29,55,C,6
MRK19333,STU1934,CRS323,6,8,24,37,75,B+,8
MRK19334,STU1934,CRS324,8,9,15,40,72,B+,8
MRK19335,STU1934,CRS325,6,7,13,46,72,B+,8
MRK19336,STU1934,CRS326,6,8,23,44,81,A,9
MRK19337,STU1934,CRS327,9,5,14,48,76,B+,8
MRK19338,STU1934,CRS328,6,8,18,42,74,B+,8
MRK19339,STU1934,CRS329,10,9,24,40,83,A,9
MRK19340,STU1934,CRS330,6,5,18,50,79,B+,8
MRK19341,STU1935,CRS321,10,10,14,48,82,A,9
MRK19342,STU1935,CRS322,6,7,22,50,85,A,9
MRK19343,STU1935,CRS323,8,9,30,34,81,A,9
MRK19344,STU1935,CRS324,10,9,21,37,77,B+,8
MRK19345,STU1935,CRS325,9,8,30,22,69,B,7
MRK19346,STU1935,CRS326,7,5,24,42,78,B+,8
MRK19347,STU1935,CRS327,5,9,20,23,57,C,6
MRK19348,STU1935,CRS328,10,9,24,35,78,B+,8
MRK19349,STU1935,CRS329,6,7,29,40,82,A,9
MRK19350,STU1935,CRS330,8,8,28,23,67,B,7
MRK19351,STU1936,CRS321,5,4,24,41,74,B+,8
MRK19352,STU1936,CRS322,10,8,11,39,68,B,7
MRK19353,STU1936,CRS323,7,9,21,40,77,B+,8
MRK19354,STU1936,CRS324,9,5,30,46,90,A+,10
MRK19355,STU1936,CRS325,6,8,18,23,55,C,6
MRK19356,STU1936,CRS326,5,8,25,29,67,B,7
MRK19357,STU1936,CRS327,5,8,26,33,72,B+,8
MRK19358,STU1936,CRS328,7,6,14,40,67,B,7
MRK19359,STU1936,CRS329,9,10,26,19,64,B,7
MRK19360,STU1936,CRS330,8,10,14,19,51,C,6
MRK19361,STU1937,CRS321,8,7,10,19,44,D,5
MRK19362,STU1937,CRS322,6,7,27,31,71,B+,8
MRK19363,STU1937,CRS323,7,10,24,28,69,B,7
MRK19364,STU1937,CRS324,5,5,13,44,67,B,7
MRK19365,STU1937,CRS325,5,7,27,50,89,A,9
MRK19366,STU1937,CRS326,8,8,20,43,79,B+,8
MRK19367,STU1937,CRS327,7,8,14,44,73,B+,8
MRK19368,STU1937,CRS328,7,7,18,34,66,B,7
MRK19369,STU1937,CRS329,5,4,19,30,58,C,6
MRK19370,STU1937,CRS330,6,5,23,48,82,A,9
MRK19371,STU1938,CRS321,10,6,20,38,74,B+,8
MRK19372,STU1938,CRS322,5,8,20,45,78,B+,8
MRK19373,STU1938,CRS323,5,9,10,23,47,D,5
MRK19374,STU1938,CRS324,10,4,21,18,53,C,6
MRK19375,STU1938,CRS325,6,5,27,35,73,B+,8
MRK19376,STU1938,CRS326,5,5,11,40,61,B,7
MRK19377,STU1938,CRS327,9,7,25,23,64,B,7
MRK19378,STU1938,CRS328,7,8,20,43,78,B+,8
MRK19379,STU1938,CRS329,10,9,15,45,79,B+,8
MRK19380,STU1938,CRS330,8,9,12,36,65,B,7
MRK19381,STU1939,CRS321,6,9,21,30,66,B,7
MRK19382,STU1939,CRS322,8,5,11,40,64,B,7
MRK19383,STU1939,CRS323,5,6,24,21,56,C,6
MRK19384,STU1939,CRS324,5,4,23,43,75,B+,8
MRK19385,STU1939,CRS325,8,9,29,49,95,A+,10
MRK19386,STU1939,CRS326,7,4,29,33,73,B+,8
MRK19387,STU1939,CRS327,10,10,22,22,64,B,7
MRK19388,STU1939,CRS328,7,5,26,36,74,B+,8
MRK19389,STU1939,CRS329,7,8,26,19,60,B,7
MRK19390,STU1939,CRS330,9,9,21,42,81,A,9
MRK19391,STU1940,CRS321,5,4,11,19,39,F,0
MRK19392,STU1940,CRS322,9,10,10,36,65,B,7
MRK19393,STU1940,CRS323,5,4,16,22,47,D,5
MRK19394,STU1940,CRS324,7,4,30,23,64,B,7
MRK19395,STU1940,CRS325,6,6,13,24,49,D,5
MRK19396,STU1940,CRS326,10,4,25,20,59,C,6
MRK19397,STU1940,CRS327,7,4,14,34,59,C,6
MRK19398,STU1940,CRS328,8,7,26,27,68,B,7
MRK19399,STU1940,CRS329,9,6,24,29,68,B,7
MRK19400,STU1940,CRS330,8,5,28,36,77,B+,8
MRK19401,STU1941,CRS321,7,9,22,22,60,B,7
MRK19402,STU1941,CRS322,7,5,19,24,55,C,6
MRK19403,STU1941,CRS323,10,4,30,43,87,A,9
MRK19404,STU1941,CRS324,6,10,21,44,81,A,9
MRK19405,STU1941,CRS325,8,7,30,24,69,B,7
MRK19406,STU1941,CRS326,9,9,29,33,80,A,9
MRK19407,STU1941,CRS327,5,8,27,32,72,B+,8
MRK19408,STU1941,CRS328,10,5,20,23,58,C,6
MRK19409,STU1941,CRS329,9,7,29,42,87,A,9
MRK19410,STU1941,CRS330,5,10,23,40,78,B+,8
MRK19411,STU1942,CRS321,7,10,24,25,66,B,7
MRK19412,STU1942,CRS322,6,8,16,21,51,C,6
MRK19413,STU1942,CRS323,5,7,25,22,59,C,6
MRK19414,STU1942,CRS324,9,4,23,19,55,C,6
MRK19415,STU1942,CRS325,7,4,12,19,42,D,5
MRK19416,STU1942,CRS326,8,8,20,29,65,B,7
MRK19417,STU1942,CRS327,8,5,14,47,74,B+,8
MRK19418,STU1942,CRS328,6,8,28,25,67,B,7
MRK19419,STU1942,CRS329,10,6,23,22,61,B,7
MRK19420,STU1942,CRS330,7,10,12,48,77,B+,8
MRK19421,STU1943,CRS321,10,9,29,44,92,A+,10
MRK19422,STU1943,CRS322,6,7,18,28,59,C,6
MRK19423,STU1943,CRS323,5,10,29,44,88,A,9
MRK19424,STU1943,CRS324,6,4,23,41,74,B+,8
MRK19425,STU1943,CRS325,10,10,11,22,53,C,6
MRK19426,STU1943,CRS326,7,5,26,33,71,B+,8
MRK19427,STU1943,CRS327,10,5,12,20,47,D,5
MRK19428,STU1943,CRS328,8,8,25,31,72,B+,8
MRK19429,STU1943,CRS329,9,4,11,29,53,C,6
MRK19430,STU1943,CRS330,7,10,12,47,76,B+,8
MRK19431,STU1944,CRS321,10,5,10,35,60,B,7
MRK19432,STU1944,CRS322,5,4,22,47,78,B+,8
MRK19433,STU1944,CRS323,9,6,19,18,52,C,6
MRK19434,STU1944,CRS324,9,4,14,29,56,C,6
MRK19435,STU1944,CRS325,7,4,11,29,51,C,6
MRK19436,STU1944,CRS326,8,5,24,24,61,B,7
MRK19437,STU1944,CRS327,6,5,13,34,58,C,6
MRK19438,STU1944,CRS328,8,5,18,38,69,B,7
MRK19439,STU1944,CRS329,9,10,28,41,88,A,9
MRK19440,STU1944,CRS330,6,5,10,41,62,B,7
MRK19441,STU1945,CRS321,5,9,23,22,59,C,6
MRK19442,STU1945,CRS322,6,8,25,23,62,B,7
MRK19443,STU1945,CRS323,10,5,27,20,62,B,7
MRK19444,STU1945,CRS324,10,6,27,23,66,B,7
MRK19445,STU1945,CRS325,5,5,26,30,66,B,7
MRK19446,STU1945,CRS326,6,10,29,31,76,B+,8
MRK19447,STU1945,CRS327,10,7,24,49,90,A+,10
MRK19448,STU1945,CRS328,8,8,20,37,73,B+,8
MRK19449,STU1945,CRS329,5,7,21,20,53,C,6
MRK19450,STU1945,CRS330,10,8,14,33,65,B,7
MRK19451,STU1946,CRS321,8,9,19,37,73,B+,8
MRK19452,STU1946,CRS322,6,6,24,34,70,B+,8
MRK19453,STU1946,CRS323,7,4,22,19,52,C,6
MRK19454,STU1946,CRS324,5,6,10,33,54,C,6
MRK19455,STU1946,CRS325,6,7,23,27,63,B,7
MRK19456,STU1946,CRS326,10,5,11,27,53,C,6
MRK19457,STU1946,CRS327,8,7,10,19,44,D,5
MRK19458,STU1946,CRS328,9,6,13,48,76,B+,8
MRK19459,STU1946,CRS329,8,5,16,30,59,C,6
MRK19460,STU1946,CRS330,9,5,19,44,77,B+,8
MRK19461,STU1947,CRS321,6,7,19,42,74,B+,8
MRK19462,STU1947,CRS322,6,4,15,19,44,D,5
MRK19463,STU1947,CRS323,7,10,22,28,67,B,7
MRK19464,STU1947,CRS324,10,9,18,23,60,B,7
MRK19465,STU1947,CRS325,6,5,21,36,68,B,7
MRK19466,STU1947,CRS326,7,9,13,26,55,C,6
MRK19467,STU1947,CRS327,6,6,14,20,46,D,5
MRK19468,STU1947,CRS328,5,10,17,34,66,B,7
MRK19469,STU1947,CRS329,8,5,25,43,81,A,9
MRK19470,STU1947,CRS330,7,7,11,33,58,C,6
MRK19471,STU1948,CRS321,8,5,15,27,55,C,6
MRK19472,STU1948,CRS322,7,6,18,40,71,B+,8
MRK19473,STU1948,CRS323,5,10,15,23,53,C,6
MRK19474,STU1948,CRS324,5,8,21,47,81,A,9
MRK19475,STU1948,CRS325,5,9,29,46,89,A,9
MRK19476,STU1948,CRS326,8,5,21,44,78,B+,8
MRK19477,STU1948,CRS327,5,10,15,34,64,B,7
MRK19478,STU1948,CRS328,9,10,26,46,91,A+,10
MRK19479,STU1948,CRS329,8,7,24,44,83,A,9
MRK19480,STU1948,CRS330,6,5,10,43,64,B,7
MRK19481,STU1949,CRS321,10,10,22,43,85,A,9
MRK19482,STU1949,CRS322,9,8,12,27,56,C,6
MRK19483,STU1949,CRS323,8,9,18,46,81,A,9
MRK19484,STU1949,CRS324,6,8,17,46,77,B+,8
MRK19485,STU1949,CRS325,9,9,10,27,55,C,6
MRK19486,STU1949,CRS326,8,9,16,24,57,C,6
MRK19487,STU1949,CRS327,6,8,15,29,58,C,6
MRK19488,STU1949,CRS328,5,7,24,44,80,A,9
MRK19489,STU1949,CRS329,8,9,16,22,55,C,6
MRK19490,STU1949,CRS330,10,8,19,32,69,B,7
MRK19491,STU1950,CRS321,6,10,11,21,48,D,5
MRK19492,STU1950,CRS322,5,10,12,36,63,B,7
MRK19493,STU1950,CRS323,8,9,10,25,52,C,6
MRK19494,STU1950,CRS324,9,4,22,27,62,B,7
MRK19495,STU1950,CRS325,9,4,11,44,68,B,7
MRK19496,STU1950,CRS326,6,9,10,30,55,C,6
MRK19497,STU1950,CRS327,5,5,19,46,75,B+,8
MRK19498,STU1950,CRS328,10,5,16,48,79,B+,8
MRK19499,STU1950,CRS329,6,9,26,36,77,B+,8
MRK19500,STU1950,CRS330,5,7,13,30,55,C,6
MRK19501,STU1951,CRS321,8,5,15,30,58,C,6
MRK19502,STU1951,CRS322,10,7,24,42,83,A,9
MRK19503,STU1951,CRS323,6,6,15,29,56,C,6
MRK19504,STU1951,CRS324,8,9,18,33,68,B,7
MRK19505,STU1951,CRS325,6,4,10,35,55,C,6
MRK19506,STU1951,CRS326,10,5,16,32,63,B,7
MRK19507,STU1951,CRS327,9,4,19,22,54,C,6
MRK19508,STU1951,CRS328,6,7,22,35,70,B+,8
MRK19509,STU1951,CRS329,10,8,28,26,72,B+,8
MRK19510,STU1951,CRS330,5,5,25,30,65,B,7
MRK19511,STU1952,CRS321,5,10,11,42,68,B,7
MRK19512,STU1952,CRS322,5,8,16,34,63,B,7
MRK19513,STU1952,CRS323,10,5,17,42,74,B+,8
MRK19514,STU1952,CRS324,7,5,29,46,87,A,9
MRK19515,STU1952,CRS325,9,6,12,29,56,C,6
MRK19516,STU1952,CRS326,9,5,25,45,84,A,9
MRK19517,STU1952,CRS327,6,5,23,21,55,C,6
MRK19518,STU1952,CRS328,9,8,11,32,60,B,7
MRK19519,STU1952,CRS329,7,10,17,42,76,B+,8
MRK19520,STU1952,CRS330,9,10,18,48,85,A,9
MRK19521,STU1953,CRS321,5,5,10,34,54,C,6
MRK19522,STU1953,CRS322,5,9,25,41,80,A,9
MRK19523,STU1953,CRS323,7,4,18,31,60,B,7
MRK19524,STU1953,CRS324,6,6,24,22,58,C,6
MRK19525,STU1953,CRS325,8,10,23,44,85,A,9
MRK19526,STU1953,CRS326,5,10,11,24,50,C,6
MRK19527,STU1953,CRS327,9,5,25,39,78,B+,8
MRK19528,STU1953,CRS328,5,9,12,38,64,B,7
MRK19529,STU1953,CRS329,6,4,13,34,57,C,6
MRK19530,STU1953,CRS330,7,9,27,43,86,A,9
MRK19531,STU1954,CRS321,7,7,15,25,54,C,6
MRK19532,STU1954,CRS322,7,9,26,28,70,B+,8
MRK19533,STU1954,CRS323,9,8,21,26,64,B,7
MRK19534,STU1954,CRS324,6,9,18,42,75,B+,8
MRK19535,STU1954,CRS325,6,4,12,48,70,B+,8
MRK19536,STU1954,CRS326,9,10,11,37,67,B,7
MRK19537,STU1954,CRS327,6,5,23,24,58,C,6
MRK19538,STU1954,CRS328,6,6,28,34,74,B+,8
MRK19539,STU1954,CRS329,7,8,30,46,91,A+,10
MRK19540,STU1954,CRS330,5,8,12,20,45,D,5
MRK19541,STU1955,CRS321,7,9,28,46,90,A+,10
MRK19542,STU1955,CRS322,10,7,22,42,81,A,9
MRK19543,STU1955,CRS323,8,9,19,46,82,A,9
MRK19544,STU1955,CRS324,9,4,11,32,56,C,6
MRK19545,STU1955,CRS325,5,10,23,36,74,B+,8
MRK19546,STU1955,CRS326,7,6,24,40,77,B+,8
MRK19547,STU1955,CRS327,10,9,26,49,94,A+,10
MRK19548,STU1955,CRS328,8,5,16,18,47,D,5
MRK19549,STU1955,CRS329,5,10,15,41,71,B+,8
MRK19550,STU1955,CRS330,10,8,30,35,83,A,9
MRK19551,STU1956,CRS321,6,5,16,24,51,C,6
MRK19552,STU1956,CRS322,5,4,13,34,56,C,6
MRK19553,STU1956,CRS323,9,10,30,28,77,B+,8
MRK19554,STU1956,CRS324,9,5,29,26,69,B,7
MRK19555,STU1956,CRS325,7,4,18,45,74,B+,8
MRK19556,STU1956,CRS326,5,6,30,28,69,B,7
MRK19557,STU1956,CRS327,6,8,18,38,70,B+,8
MRK19558,STU1956,CRS328,6,6,24,30,66,B,7
MRK19559,STU1956,CRS329,10,8,30,24,72,B+,8
MRK19560,STU1956,CRS330,6,7,24,49,86,A,9
MRK19561,STU1957,CRS321,7,9,11,29,56,C,6
MRK19562,STU1957,CRS322,8,4,16,20,48,D,5
MRK19563,STU1957,CRS323,8,7,18,49,82,A,9
MRK19564,STU1957,CRS324,6,6,19,39,70,B+,8
MRK19565,STU1957,CRS325,8,10,19,35,72,B+,8
MRK19566,STU1957,CRS326,7,7,21,38,73,B+,8
MRK19567,STU1957,CRS327,10,9,22,35,76,B+,8
MRK19568,STU1957,CRS328,9,7,13,41,70,B+,8
MRK19569,STU1957,CRS329,6,4,21,34,65,B,7
MRK19570,STU1957,CRS330,5,8,18,33,64,B,7
MRK19571,STU1958,CRS321,5,8,10,31,54,C,6
MRK19572,STU1958,CRS322,6,4,17,47,74,B+,8
MRK19573,STU1958,CRS323,10,7,29,45,91,A+,10
MRK19574,STU1958,CRS324,9,5,16,34,64,B,7
MRK19575,STU1958,CRS325,7,10,29,47,93,A+,10
MRK19576,STU1958,CRS326,6,10,20,23,59,C,6
MRK19577,STU1958,CRS327,10,9,19,45,83,A,9
MRK19578,STU1958,CRS328,8,7,23,27,65,B,7
MRK19579,STU1958,CRS329,10,6,24,45,85,A,9
MRK19580,STU1958,CRS330,5,6,28,38,77,B+,8
MRK19581,STU1959,CRS321,7,9,25,28,69,B,7
MRK19582,STU1959,CRS322,8,5,10,37,60,B,7
MRK19583,STU1959,CRS323,6,9,19,24,58,C,6
MRK19584,STU1959,CRS324,5,8,30,33,76,B+,8
MRK19585,STU1959,CRS325,8,8,16,44,76,B+,8
MRK19586,STU1959,CRS326,8,7,20,27,62,B,7
MRK19587,STU1959,CRS327,9,8,25,46,88,A,9
MRK19588,STU1959,CRS328,10,8,20,23,61,B,7
MRK19589,STU1959,CRS329,6,6,16,24,52,C,6
MRK19590,STU1959,CRS330,10,5,13,35,63,B,7
MRK19591,STU1960,CRS321,10,6,22,21,59,C,6
MRK19592,STU1960,CRS322,6,5,16,22,49,D,5
MRK19593,STU1960,CRS323,8,5,15,47,75,B+,8
MRK19594,STU1960,CRS324,9,5,24,21,59,C,6
MRK19595,STU1960,CRS325,7,8,26,26,67,B,7
MRK19596,STU1960,CRS326,7,8,19,32,66,B,7
MRK19597,STU1960,CRS327,10,8,17,49,84,A,9
MRK19598,STU1960,CRS328,8,6,29,44,87,A,9
MRK19599,STU1960,CRS329,9,7,30,29,75,B+,8
MRK19600,STU1960,CRS330,5,6,24,20,55,C,6
MRK19601,STU1961,CRS321,5,7,27,38,77,B+,8
MRK19602,STU1961,CRS322,9,10,25,45,89,A,9
MRK19603,STU1961,CRS323,5,10,26,44,85,A,9
MRK19604,STU1961,CRS324,10,9,20,37,76,B+,8
MRK19605,STU1961,CRS325,5,8,19,23,55,C,6
MRK19606,STU1961,CRS326,9,6,12,46,73,B+,8
MRK19607,STU1961,CRS327,9,8,23,30,70,B+,8
MRK19608,STU1961,CRS328,10,7,29,46,92,A+,10
MRK19609,STU1961,CRS329,5,7,17,24,53,C,6
MRK19610,STU1961,CRS330,8,6,26,20,60,B,7
MRK19611,STU1962,CRS321,7,6,22,26,61,B,7
MRK19612,STU1962,CRS322,8,4,17,32,61,B,7
MRK19613,STU1962,CRS323,5,7,24,46,82,A,9
MRK19614,STU1962,CRS324,6,8,23,30,67,B,7
MRK19615,STU1962,CRS325,10,9,14,33,66,B,7
MRK19616,STU1962,CRS326,7,9,21,35,72,B+,8
MRK19617,STU1962,CRS327,10,8,21,41,80,A,9
MRK19618,STU1962,CRS328,9,7,25,44,85,A,9
MRK19619,STU1962,CRS329,8,8,17,32,65,B,7
MRK19620,STU1962,CRS330,10,5,18,45,78,B+,8
MRK19621,STU1963,CRS321,5,8,16,50,79,B+,8
MRK19622,STU1963,CRS322,10,7,14,20,51,C,6
MRK19623,STU1963,CRS323,5,9,24,42,80,A,9
MRK19624,STU1963,CRS324,6,10,15,36,67,B,7
MRK19625,STU1963,CRS325,6,10,15,25,56,C,6
MRK19626,STU1963,CRS326,8,8,21,35,72,B+,8
MRK19627,STU1963,CRS327,10,9,30,26,75,B+,8
MRK19628,STU1963,CRS328,5,8,18,18,49,D,5
MRK19629,STU1963,CRS329,7,4,17,39,67,B,7
MRK19630,STU1963,CRS330,6,9,26,23,64,B,7
MRK19631,STU1964,CRS321,5,7,19,26,57,C,6
MRK19632,STU1964,CRS322,7,6,18,30,61,B,7
MRK19633,STU1964,CRS323,7,4,29,18,58,C,6
MRK19634,STU1964,CRS324,9,6,13,50,78,B+,8
MRK19635,STU1964,CRS325,8,6,24,33,71,B+,8
MRK19636,STU1964,CRS326,10,5,29,34,78,B+,8
MRK19637,STU1964,CRS327,7,6,13,32,58,C,6
MRK19638,STU1964,CRS328,6,8,27,42,83,A,9
MRK19639,STU1964,CRS329,9,5,15,45,74,B+,8
MRK19640,STU1964,CRS330,6,5,21,31,63,B,7
MRK19641,STU1965,CRS321,5,10,13,42,70,B+,8
MRK19642,STU1965,CRS322,6,6,14,19,45,D,5
MRK19643,STU1965,CRS323,10,9,18,27,64,B,7
MRK19644,STU1965,CRS324,8,10,11,19,48,D,5
MRK19645,STU1965,CRS325,5,6,21,39,71,B+,8
MRK19646,STU1965,CRS326,7,8,27,19,61,B,7
MRK19647,STU1965,CRS327,9,7,26,32,74,B+,8
MRK19648,STU1965,CRS328,8,5,28,39,80,A,9
MRK19649,STU1965,CRS329,9,9,10,22,50,C,6
MRK19650,STU1965,CRS330,6,7,26,26,65,B,7
MRK19651,STU1966,CRS321,10,4,16,27,57,C,6
MRK19652,STU1966,CRS322,5,7,11,35,58,C,6
MRK19653,STU1966,CRS323,10,7,18,35,70,B+,8
MRK19654,STU1966,CRS324,7,4,21,45,77,B+,8
MRK19655,STU1966,CRS325,10,4,14,21,49,D,5
MRK19656,STU1966,CRS326,5,10,27,49,91,A+,10
MRK19657,STU1966,CRS327,10,10,19,29,68,B,7
MRK19658,STU1966,CRS328,6,5,10,38,59,C,6
MRK19659,STU1966,CRS329,9,6,20,37,72,B+,8
MRK19660,STU1966,CRS330,10,10,29,34,83,A,9
MRK19661,STU1967,CRS321,10,6,27,40,83,A,9
MRK19662,STU1967,CRS322,8,5,15,44,72,B+,8
MRK19663,STU1967,CRS323,5,10,28,42,85,A,9
MRK19664,STU1967,CRS324,9,8,15,41,73,B+,8
MRK19665,STU1967,CRS325,8,8,29,44,89,A,9
MRK19666,STU1967,CRS326,9,6,15,44,74,B+,8
MRK19667,STU1967,CRS327,7,5,20,29,61,B,7
MRK19668,STU1967,CRS328,8,10,24,43,85,A,9
MRK19669,STU1967,CRS329,5,10,24,37,76,B+,8
MRK19670,STU1967,CRS330,5,8,22,48,83,A,9
MRK19671,STU1968,CRS321,10,6,23,19,58,C,6
MRK19672,STU1968,CRS322,5,4,24,24,57,C,6
MRK19673,STU1968,CRS323,6,10,16,37,69,B,7
MRK19674,STU1968,CRS324,9,10,28,27,74,B+,8
MRK19675,STU1968,CRS325,10,5,29,23,67,B,7
MRK19676,STU1968,CRS326,10,7,21,31,69,B,7
MRK19677,STU1968,CRS327,5,7,19,46,77,B+,8
MRK19678,STU1968,CRS328,6,6,22,25,59,C,6
MRK19679,STU1968,CRS329,10,9,10,29,58,C,6
MRK19680,STU1968,CRS330,6,8,10,20,44,D,5
MRK19681,STU1969,CRS321,7,7,10,40,64,B,7
MRK19682,STU1969,CRS322,5,6,23,47,81,A,9
MRK19683,STU1969,CRS323,5,7,18,42,72,B+,8
MRK19684,STU1969,CRS324,5,9,17,31,62,B,7
MRK19685,STU1969,CRS325,8,5,22,41,76,B+,8
MRK19686,STU1969,CRS326,6,6,18,32,62,B,7
MRK19687,STU1969,CRS327,5,7,17,32,61,B,7
MRK19688,STU1969,CRS328,6,5,14,19,44,D,5
MRK19689,STU1969,CRS329,10,7,18,44,79,B+,8
MRK19690,STU1969,CRS330,10,10,22,36,78,B+,8
MRK19691,STU1970,CRS321,6,5,30,49,90,A+,10
MRK19692,STU1970,CRS322,10,10,18,37,75,B+,8
MRK19693,STU1970,CRS323,6,5,22,41,74,B+,8
MRK19694,STU1970,CRS324,10,4,21,18,53,C,6
MRK19695,STU1970,CRS325,9,4,22,43,78,B+,8
MRK19696,STU1970,CRS326,10,6,28,37,81,A,9
MRK19697,STU1970,CRS327,7,4,13,45,69,B,7
MRK19698,STU1970,CRS328,8,8,11,38,65,B,7
MRK19699,STU1970,CRS329,6,8,28,28,70,B+,8
MRK19700,STU1970,CRS330,10,4,29,36,79,B+,8
MRK19701,STU1971,CRS321,10,4,16,28,58,C,6
MRK19702,STU1971,CRS322,8,9,10,34,61,B,7
MRK19703,STU1971,CRS323,10,7,16,36,69,B,7
MRK19704,STU1971,CRS324,9,9,13,34,65,B,7
MRK19705,STU1971,CRS325,5,9,22,40,76,B+,8
MRK19706,STU1971,CRS326,10,7,25,23,65,B,7
MRK19707,STU1971,CRS327,6,10,16,34,66,B,7
MRK19708,STU1971,CRS328,10,10,29,32,81,A,9
MRK19709,STU1971,CRS329,10,9,28,30,77,B+,8
MRK19710,STU1971,CRS330,10,8,12,43,73,B+,8
MRK19711,STU1972,CRS321,5,8,12,42,67,B,7
MRK19712,STU1972,CRS322,5,8,29,21,63,B,7
MRK19713,STU1972,CRS323,5,5,18,43,71,B+,8
MRK19714,STU1972,CRS324,9,7,28,24,68,B,7
MRK19715,STU1972,CRS325,6,7,23,39,75,B+,8
MRK19716,STU1972,CRS326,9,4,18,29,60,B,7
MRK19717,STU1972,CRS327,6,8,21,36,71,B+,8
MRK19718,STU1972,CRS328,8,5,12,21,46,D,5
MRK19719,STU1972,CRS329,9,4,22,47,82,A,9
MRK19720,STU1972,CRS330,9,5,23,49,86,A,9
MRK19721,STU1973,CRS321,10,7,23,40,80,A,9
MRK19722,STU1973,CRS322,7,10,18,34,69,B,7
MRK19723,STU1973,CRS323,7,4,19,32,62,B,7
MRK19724,STU1973,CRS324,7,6,22,50,85,A,9
MRK19725,STU1973,CRS325,10,4,14,40,68,B,7
MRK19726,STU1973,CRS326,5,9,18,45,77,B+,8
MRK19727,STU1973,CRS327,5,7,19,38,69,B,7
MRK19728,STU1973,CRS328,6,5,23,44,78,B+,8
MRK19729,STU1973,CRS329,5,4,20,41,70,B+,8
MRK19730,STU1973,CRS330,10,8,28,39,85,A,9
MRK19731,STU1974,CRS321,8,7,12,36,63,B,7
MRK19732,STU1974,CRS322,6,8,21,29,64,B,7
MRK19733,STU1974,CRS323,9,6,29,46,90,A+,10
MRK19734,STU1974,CRS324,5,7,30,32,74,B+,8
MRK19735,STU1974,CRS325,5,7,17,40,69,B,7
MRK19736,STU1974,CRS326,9,9,19,50,87,A,9
