Attendance_ID,Student_ID,Course_ID,Classes_Conducted,Classes_Attended,Attendance_Percentage
ATT15072,STU1508,CRS252,45,39,86.67
ATT15073,STU1508,CRS253,45,39,86.67
ATT15074,STU1508,CRS254,45,39,86.67
ATT15075,STU1508,CRS255,45,39,86.67
ATT15076,STU1508,CRS256,45,39,86.67
ATT15077,STU1508,CRS257,45,39,86.67
ATT15078,STU1508,CRS258,45,39,86.67
ATT15079,STU1508,CRS259,45,39,86.67
ATT15080,STU1508,CRS260,45,39,86.67
ATT15081,STU1509,CRS251,45,35,77.78
ATT15082,STU1509,CRS252,45,35,77.78
ATT15083,STU1509,CRS253,45,35,77.78
ATT15084,STU1509,CRS254,45,35,77.78
ATT15085,STU1509,CRS255,45,35,77.78
ATT15086,STU1509,CRS256,45,35,77.78
ATT15087,STU1509,CRS257,45,35,77.78
ATT15088,STU1509,CRS258,45,35,77.78
ATT15089,STU1509,CRS259,45,35,77.78
ATT15090,STU1509,CRS260,45,35,77.78
ATT15091,STU1510,CRS251,45,43,95.56
ATT15092,STU1510,CRS252,45,43,95.56
ATT15093,STU1510,CRS253,45,43,95.56
ATT15094,STU1510,CRS254,45,43,95.56
ATT15095,STU1510,CRS255,45,43,95.56
ATT15096,STU1510,CRS256,45,43,95.56
ATT15097,STU1510,CRS257,45,43,95.56
ATT15098,STU1510,CRS258,45,43,95.56
ATT15099,STU1510,CRS259,45,43,95.56
ATT15100,STU1510,CRS260,45,43,95.56
ATT15101,STU1511,CRS251,45,38,84.44
ATT15102,STU1511,CRS252,45,38,84.44
ATT15103,STU1511,CRS253,45,38,84.44
ATT15104,STU1511,CRS254,45,38,84.44
ATT15105,STU1511,CRS255,45,38,84.44
ATT15106,STU1511,CRS256,45,38,84.44
ATT15107,STU1511,CRS257,45,38,84.44
ATT15108,STU1511,CRS258,45,38,84.44
ATT15109,STU1511,CRS259,45,38,84.44
ATT15110,STU1511,CRS260,45,38,84.44
ATT15111,STU1512,CRS251,45,40,88.89
ATT15112,STU1512,CRS252,45,40,88.89
ATT15113,STU1512,CRS253,45,40,88.89
ATT15114,STU1512,CRS254,45,40,88.89
ATT15115,STU1512,CRS255,45,40,88.89
ATT15116,STU1512,CRS256,45,40,88.89
ATT15117,STU1512,CRS257,45,40,88.89
ATT15118,STU1512,CRS258,45,40,88.89
ATT15119,STU1512,CRS259,45,40,88.89
ATT15120,STU1512,CRS260,45,40,88.89
ATT15121,STU1513,CRS251,45,37,82.22
ATT15122,STU1513,CRS252,45,37,82.22
ATT15123,STU1513,CRS253,45,37,82.22
ATT15124,STU1513,CRS254,45,37,82.22
ATT15125,STU1513,CRS255,45,37,82.22
ATT15126,STU1513,CRS256,45,37,82.22
ATT15127,STU1513,CRS257,45,37,82.22
ATT15128,STU1513,CRS258,45,37,82.22
ATT15129,STU1513,CRS259,45,37,82.22
ATT15130,STU1513,CRS260,45,37,82.22
ATT15131,STU1514,CRS251,45,39,86.67
ATT15132,STU1514,CRS252,45,39,86.67
ATT15133,STU1514,CRS253,45,39,86.67
ATT15134,STU1514,CRS254,45,39,86.67
ATT15135,STU1514,CRS255,45,39,86.67
ATT15136,STU1514,CRS256,45,39,86.67
ATT15137,STU1514,CRS257,45,39,86.67
ATT15138,STU1514,CRS258,45,39,86.67
ATT15139,STU1514,CRS259,45,39,86.67
ATT15140,STU1514,CRS260,45,39,86.67
ATT15141,STU1515,CRS251,45,35,77.78
ATT15142,STU1515,CRS252,45,35,77.78
ATT15143,STU1515,CRS253,45,35,77.78
ATT15144,STU1515,CRS254,45,35,77.78
ATT15145,STU1515,CRS255,45,35,77.78
ATT15146,STU1515,CRS256,45,35,77.78
ATT15147,STU1515,CRS257,45,35,77.78
ATT15148,STU1515,CRS258,45,35,77.78
ATT15149,STU1515,CRS259,45,35,77.78
ATT15150,STU1515,CRS260,45,35,77.78
ATT15151,STU1516,CRS251,45,37,82.22
ATT15152,STU1516,CRS252,45,37,82.22
ATT15153,STU1516,CRS253,45,37,82.22
ATT15154,STU1516,CRS254,45,37,82.22
ATT15155,STU1516,CRS255,45,37,82.22
ATT15156,STU1516,CRS256,45,37,82.22
ATT15157,STU1516,CRS257,45,37,82.22
ATT15158,STU1516,CRS258,45,37,82.22
ATT15159,STU1516,CRS259,45,37,82.22
ATT15160,STU1516,CRS260,45,37,82.22
ATT15161,STU1517,CRS251,45,39,86.67
ATT15162,STU1517,CRS252,45,39,86.67
ATT15163,STU1517,CRS253,45,39,86.67
ATT15164,STU1517,CRS254,45,39,86.67
ATT15165,STU1517,CRS255,45,39,86.67
ATT15166,STU1517,CRS256,45,39,86.67
ATT15167,STU1517,CRS257,45,39,86.67
ATT15168,STU1517,CRS258,45,39,86.67
ATT15169,STU1517,CRS259,45,39,86.67
ATT15170,STU1517,CRS260,45,39,86.67
ATT15171,STU1518,CRS251,45,39,86.67
ATT15172,STU1518,CRS252,45,39,86.67
ATT15173,STU1518,CRS253,45,39,86.67
ATT15174,STU1518,CRS254,45,39,86.67
ATT15175,STU1518,CRS255,45,39,86.67
ATT15176,STU1518,CRS256,45,39,86.67
ATT15177,STU1518,CRS257,45,39,86.67
ATT15178,STU1518,CRS258,45,39,86.67
ATT15179,STU1518,CRS259,45,39,86.67
ATT15180,STU1518,CRS260,45,39,86.67
ATT15181,STU1519,CRS251,45,37,82.22
ATT15182,STU1519,CRS252,45,37,82.22
ATT15183,STU1519,CRS253,45,37,82.22
ATT15184,STU1519,CRS254,45,37,82.22
ATT15185,STU1519,CRS255,45,37,82.22
ATT15186,STU1519,CRS256,45,37,82.22
ATT15187,STU1519,CRS257,45,37,82.22
ATT15188,STU1519,CRS258,45,37,82.22
ATT15189,STU1519,CRS259,45,37,82.22
ATT15190,STU1519,CRS260,45,37,82.22
ATT15191,STU1520,CRS251,45,44,97.78
ATT15192,STU1520,CRS252,45,44,97.78
ATT15193,STU1520,CRS253,45,44,97.78
ATT15194,STU1520,CRS254,45,44,97.78
ATT15195,STU1520,CRS255,45,44,97.78
ATT15196,STU1520,CRS256,45,44,97.78
ATT15197,STU1520,CRS257,45,44,97.78
ATT15198,STU1520,CRS258,45,44,97.78
ATT15199,STU1520,CRS259,45,44,97.78
ATT15200,STU1520,CRS260,45,44,97.78
ATT15201,STU1521,CRS251,45,42,93.33
ATT15202,STU1521,CRS252,45,42,93.33
ATT15203,STU1521,CRS253,45,42,93.33
ATT15204,STU1521,CRS254,45,42,93.33
ATT15205,STU1521,CRS255,45,42,93.33
ATT15206,STU1521,CRS256,45,42,93.33
ATT15207,STU1521,CRS257,45,42,93.33
ATT15208,STU1521,CRS258,45,42,93.33
ATT15209,STU1521,CRS259,45,42,93.33
ATT15210,STU1521,CRS260,45,42,93.33
ATT15211,STU1522,CRS251,45,38,84.44
ATT15212,STU1522,CRS252,45,38,84.44
ATT15213,STU1522,CRS253,45,38,84.44
ATT15214,STU1522,CRS254,45,38,84.44
ATT15215,STU1522,CRS255,45,38,84.44
ATT15216,STU1522,CRS256,45,38,84.44
ATT15217,STU1522,CRS257,45,38,84.44
ATT15218,STU1522,CRS258,45,38,84.44
ATT15219,STU1522,CRS259,45,38,84.44
ATT15220,STU1522,CRS260,45,38,84.44
ATT15221,STU1523,CRS251,45,41,91.11
ATT15222,STU1523,CRS252,45,41,91.11
ATT15223,STU1523,CRS253,45,41,91.11
ATT15224,STU1523,CRS254,45,41,91.11
ATT15225,STU1523,CRS255,45,41,91.11
ATT15226,STU1523,CRS256,45,41,91.11
ATT15227,STU1523,CRS257,45,41,91.11
ATT15228,STU1523,CRS258,45,41,91.11
ATT15229,STU1523,CRS259,45,41,91.11
ATT15230,STU1523,CRS260,45,41,91.11
ATT15231,STU1524,CRS251,45,35,77.78
ATT15232,STU1524,CRS252,45,35,77.78
ATT15233,STU1524,CRS253,45,35,77.78
ATT15234,STU1524,CRS254,45,35,77.78
ATT15235,STU1524,CRS255,45,35,77.78
ATT15236,STU1524,CRS256,45,35,77.78
ATT15237,STU1524,CRS257,45,35,77.78
ATT15238,STU1524,CRS258,45,35,77.78
ATT15239,STU1524,CRS259,45,35,77.78
ATT15240,STU1524,CRS260,45,35,77.78
ATT15241,STU1525,CRS251,45,36,80.0
ATT15242,STU1525,CRS252,45,36,80.0
ATT15243,STU1525,CRS253,45,36,80.0
ATT15244,STU1525,CRS254,45,36,80.0
ATT15245,STU1525,CRS255,45,36,80.0
ATT15246,STU1525,CRS256,45,36,80.0
ATT15247,STU1525,CRS257,45,36,80.0
ATT15248,STU1525,CRS258,45,36,80.0
ATT15249,STU1525,CRS259,45,36,80.0
ATT15250,STU1525,CRS260,45,36,80.0
ATT15251,STU1526,CRS251,45,41,91.11
ATT15252,STU1526,CRS252,45,41,91.11
ATT15253,STU1526,CRS253,45,41,91.11
ATT15254,STU1526,CRS254,45,41,91.11
ATT15255,STU1526,CRS255,45,41,91.11
ATT15256,STU1526,CRS256,45,41,91.11
ATT15257,STU1526,CRS257,45,41,91.11
ATT15258,STU1526,CRS258,45,41,91.11
ATT15259,STU1526,CRS259,45,41,91.11
ATT15260,STU1526,CRS260,45,41,91.11
ATT15261,STU1527,CRS251,45,41,91.11
ATT15262,STU1527,CRS252,45,41,91.11
ATT15263,STU1527,CRS253,45,41,91.11
ATT15264,STU1527,CRS254,45,41,91.11
ATT15265,STU1527,CRS255,45,41,91.11
ATT15266,STU1527,CRS256,45,41,91.11
ATT15267,STU1527,CRS257,45,41,91.11
ATT15268,STU1527,CRS258,45,41,91.11
ATT15269,STU1527,CRS259,45,41,91.11
ATT15270,STU1527,CRS260,45,41,91.11
ATT15271,STU1528,CRS251,45,34,75.56
ATT15272,STU1528,CRS252,45,34,75.56
ATT15273,STU1528,CRS253,45,34,75.56
ATT15274,STU1528,CRS254,45,34,75.56
ATT15275,STU1528,CRS255,45,34,75.56
ATT15276,STU1528,CRS256,45,34,75.56
ATT15277,STU1528,CRS257,45,34,75.56
ATT15278,STU1528,CRS258,45,34,75.56
ATT15279,STU1528,CRS259,45,34,75.56
ATT15280,STU1528,CRS260,45,34,75.56
ATT15281,STU1529,CRS251,45,44,97.78
ATT15282,STU1529,CRS252,45,44,97.78
ATT15283,STU1529,CRS253,45,44,97.78
ATT15284,STU1529,CRS254,45,44,97.78
ATT15285,STU1529,CRS255,45,44,97.78
ATT15286,STU1529,CRS256,45,44,97.78
ATT15287,STU1529,CRS257,45,44,97.78
ATT15288,STU1529,CRS258,45,44,97.78
ATT15289,STU1529,CRS259,45,44,97.78
ATT15290,STU1529,CRS260,45,44,97.78
ATT15291,STU1530,CRS251,45,35,77.78
ATT15292,STU1530,CRS252,45,35,77.78
ATT15293,STU1530,CRS253,45,35,77.78
ATT15294,STU1530,CRS254,45,35,77.78
ATT15295,STU1530,CRS255,45,35,77.78
ATT15296,STU1530,CRS256,45,35,77.78
ATT15297,STU1530,CRS257,45,35,77.78
ATT15298,STU1530,CRS258,45,35,77.78
ATT15299,STU1530,CRS259,45,35,77.78
ATT15300,STU1530,CRS260,45,35,77.78
ATT15301,STU1531,CRS251,45,35,77.78
ATT15302,STU1531,CRS252,45,35,77.78
ATT15303,STU1531,CRS253,45,35,77.78
ATT15304,STU1531,CRS254,45,35,77.78
ATT15305,STU1531,CRS255,45,35,77.78
ATT15306,STU1531,CRS256,45,35,77.78
ATT15307,STU1531,CRS257,45,35,77.78
ATT15308,STU1531,CRS258,45,35,77.78
ATT15309,STU1531,CRS259,45,35,77.78
ATT15310,STU1531,CRS260,45,35,77.78
ATT15311,STU1532,CRS251,45,44,97.78
ATT15312,STU1532,CRS252,45,44,97.78
ATT15313,STU1532,CRS253,45,44,97.78
ATT15314,STU1532,CRS254,45,44,97.78
ATT15315,STU1532,CRS255,45,44,97.78
ATT15316,STU1532,CRS256,45,44,97.78
ATT15317,STU1532,CRS257,45,44,97.78
ATT15318,STU1532,CRS258,45,44,97.78
ATT15319,STU1532,CRS259,45,44,97.78
ATT15320,STU1532,CRS260,45,44,97.78
ATT15321,STU1533,CRS251,45,35,77.78
ATT15322,STU1533,CRS252,45,35,77.78
ATT15323,STU1533,CRS253,45,35,77.78
ATT15324,STU1533,CRS254,45,35,77.78
ATT15325,STU1533,CRS255,45,35,77.78
ATT15326,STU1533,CRS256,45,35,77.78
ATT15327,STU1533,CRS257,45,35,77.78
ATT15328,STU1533,CRS258,45,35,77.78
ATT15329,STU1533,CRS259,45,35,77.78
ATT15330,STU1533,CRS260,45,35,77.78
ATT15331,STU1534,CRS251,45,41,91.11
ATT15332,STU1534,CRS252,45,41,91.11
ATT15333,STU1534,CRS253,45,41,91.11
ATT15334,STU1534,CRS254,45,41,91.11
ATT15335,STU1534,CRS255,45,41,91.11
ATT15336,STU1534,CRS256,45,41,91.11
ATT15337,STU1534,CRS257,45,41,91.11
ATT15338,STU1534,CRS258,45,41,91.11
ATT15339,STU1534,CRS259,45,41,91.11
ATT15340,STU1534,CRS260,45,41,91.11
ATT15341,STU1535,CRS251,45,35,77.78
ATT15342,STU1535,CRS252,45,35,77.78
ATT15343,STU1535,CRS253,45,35,77.78
ATT15344,STU1535,CRS254,45,35,77.78
ATT15345,STU1535,CRS255,45,35,77.78
ATT15346,STU1535,CRS256,45,35,77.78
ATT15347,STU1535,CRS257,45,35,77.78
ATT15348,STU1535,CRS258,45,35,77.78
ATT15349,STU1535,CRS259,45,35,77.78
ATT15350,STU1535,CRS260,45,35,77.78
ATT15351,STU1536,CRS251,45,41,91.11
ATT15352,STU1536,CRS252,45,41,91.11
ATT15353,STU1536,CRS253,45,41,91.11
ATT15354,STU1536,CRS254,45,41,91.11
ATT15355,STU1536,CRS255,45,41,91.11
ATT15356,STU1536,CRS256,45,41,91.11
ATT15357,STU1536,CRS257,45,41,91.11
ATT15358,STU1536,CRS258,45,41,91.11
ATT15359,STU1536,CRS259,45,41,91.11
ATT15360,STU1536,CRS260,45,41,91.11
ATT15361,STU1537,CRS251,45,35,77.78
ATT15362,STU1537,CRS252,45,35,77.78
ATT15363,STU1537,CRS253,45,35,77.78
ATT15364,STU1537,CRS254,45,35,77.78
ATT15365,STU1537,CRS255,45,35,77.78
ATT15366,STU1537,CRS256,45,35,77.78
ATT15367,STU1537,CRS257,45,35,77.78
ATT15368,STU1537,CRS258,45,35,77.78
ATT15369,STU1537,CRS259,45,35,77.78
ATT15370,STU1537,CRS260,45,35,77.78
ATT15371,STU1538,CRS251,45,40,88.89
ATT15372,STU1538,CRS252,45,40,88.89
ATT15373,STU1538,CRS253,45,40,88.89
ATT15374,STU1538,CRS254,45,40,88.89
ATT15375,STU1538,CRS255,45,40,88.89
ATT15376,STU1538,CRS256,45,40,88.89
ATT15377,STU1538,CRS257,45,40,88.89
ATT15378,STU1538,CRS258,45,40,88.89
ATT15379,STU1538,CRS259,45,40,88.89
ATT15380,STU1538,CRS260,45,40,88.89
ATT15381,STU1539,CRS251,45,38,84.44
ATT15382,STU1539,CRS252,45,38,84.44
ATT15383,STU1539,CRS253,45,38,84.44
ATT15384,STU1539,CRS254,45,38,84.44
ATT15385,STU1539,CRS255,45,38,84.44
ATT15386,STU1539,CRS256,45,38,84.44
ATT15387,STU1539,CRS257,45,38,84.44
ATT15388,STU1539,CRS258,45,38,84.44
ATT15389,STU1539,CRS259,45,38,84.44
ATT15390,STU1539,CRS260,45,38,84.44
ATT15391,STU1540,CRS251,45,40,88.89
ATT15392,STU1540,CRS252,45,40,88.89
ATT15393,STU1540,CRS253,45,40,88.89
ATT15394,STU1540,CRS254,45,40,88.89
ATT15395,STU1540,CRS255,45,40,88.89
ATT15396,STU1540,CRS256,45,40,88.89
ATT15397,STU1540,CRS257,45,40,88.89
ATT15398,STU1540,CRS258,45,40,88.89
ATT15399,STU1540,CRS259,45,40,88.89
ATT15400,STU1540,CRS260,45,40,88.89
ATT15401,STU1541,CRS251,45,41,91.11
ATT15402,STU1541,CRS252,45,41,91.11
ATT15403,STU1541,CRS253,45,41,91.11
ATT15404,STU1541,CRS254,45,41,91.11
ATT15405,STU1541,CRS255,45,41,91.11
ATT15406,STU1541,CRS256,45,41,91.11
ATT15407,STU1541,CRS257,45,41,91.11
ATT15408,STU1541,CRS258,45,41,91.11
ATT15409,STU1541,CRS259,45,41,91.11
ATT15410,STU1541,CRS260,45,41,91.11
ATT15411,STU1542,CRS251,45,35,77.78
ATT15412,STU1542,CRS252,45,35,77.78
ATT15413,STU1542,CRS253,45,35,77.78
ATT15414,STU1542,CRS254,45,35,77.78
ATT15415,STU1542,CRS255,45,35,77.78
ATT15416,STU1542,CRS256,45,35,77.78
ATT15417,STU1542,CRS257,45,35,77.78
ATT15418,STU1542,CRS258,45,35,77.78
ATT15419,STU1542,CRS259,45,35,77.78
ATT15420,STU1542,CRS260,45,35,77.78
ATT15421,STU1543,CRS251,45,44,97.78
ATT15422,STU1543,CRS252,45,44,97.78
ATT15423,STU1543,CRS253,45,44,97.78
ATT15424,STU1543,CRS254,45,44,97.78
ATT15425,STU1543,CRS255,45,44,97.78
ATT15426,STU1543,CRS256,45,44,97.78
ATT15427,STU1543,CRS257,45,44,97.78
ATT15428,STU1543,CRS258,45,44,97.78
ATT15429,STU1543,CRS259,45,44,97.78
ATT15430,STU1543,CRS260,45,44,97.78
ATT15431,STU1544,CRS251,45,43,95.56
ATT15432,STU1544,CRS252,45,43,95.56
ATT15433,STU1544,CRS253,45,43,95.56
ATT15434,STU1544,CRS254,45,43,95.56
ATT15435,STU1544,CRS255,45,43,95.56
ATT15436,STU1544,CRS256,45,43,95.56
ATT15437,STU1544,CRS257,45,43,95.56
ATT15438,STU1544,CRS258,45,43,95.56
ATT15439,STU1544,CRS259,45,43,95.56
ATT15440,STU1544,CRS260,45,43,95.56
ATT15441,STU1545,CRS251,45,41,91.11
ATT15442,STU1545,CRS252,45,41,91.11
ATT15443,STU1545,CRS253,45,41,91.11
ATT15444,STU1545,CRS254,45,41,91.11
ATT15445,STU1545,CRS255,45,41,91.11
ATT15446,STU1545,CRS256,45,41,91.11
ATT15447,STU1545,CRS257,45,41,91.11
ATT15448,STU1545,CRS258,45,41,91.11
ATT15449,STU1545,CRS259,45,41,91.11
ATT15450,STU1545,CRS260,45,41,91.11
ATT15451,STU1546,CRS251,45,34,75.56
ATT15452,STU1546,CRS252,45,34,75.56
ATT15453,STU1546,CRS253,45,34,75.56
ATT15454,STU1546,CRS254,45,34,75.56
ATT15455,STU1546,CRS255,45,34,75.56
ATT15456,STU1546,CRS256,45,34,75.56
ATT15457,STU1546,CRS257,45,34,75.56
ATT15458,STU1546,CRS258,45,34,75.56
ATT15459,STU1546,CRS259,45,34,75.56
ATT15460,STU1546,CRS260,45,34,75.56
ATT15461,STU1547,CRS251,45,36,80.0
ATT15462,STU1547,CRS252,45,36,80.0
ATT15463,STU1547,CRS253,45,36,80.0
ATT15464,STU1547,CRS254,45,36,80.0
ATT15465,STU1547,CRS255,45,36,80.0
ATT15466,STU1547,CRS256,45,36,80.0
ATT15467,STU1547,CRS257,45,36,80.0
ATT15468,STU1547,CRS258,45,36,80.0
ATT15469,STU1547,CRS259,45,36,80.0
ATT15470,STU1547,CRS260,45,36,80.0
ATT15471,STU1548,CRS251,45,34,75.56
ATT15472,STU1548,CRS252,45,34,75.56
ATT15473,STU1548,CRS253,45,34,75.56
ATT15474,STU1548,CRS254,45,34,75.56
ATT15475,STU1548,CRS255,45,34,75.56
ATT15476,STU1548,CRS256,45,34,75.56
ATT15477,STU1548,CRS257,45,34,75.56
ATT15478,STU1548,CRS258,45,34,75.56
ATT15479,STU1548,CRS259,45,34,75.56
ATT15480,STU1548,CRS260,45,34,75.56
ATT15481,STU1549,CRS251,45,42,93.33
ATT15482,STU1549,CRS252,45,42,93.33
ATT15483,STU1549,CRS253,45,42,93.33
ATT15484,STU1549,CRS254,45,42,93.33
ATT15485,STU1549,CRS255,45,42,93.33
ATT15486,STU1549,CRS256,45,42,93.33
ATT15487,STU1549,CRS257,45,42,93.33
ATT15488,STU1549,CRS258,45,42,93.33
ATT15489,STU1549,CRS259,45,42,93.33
ATT15490,STU1549,CRS260,45,42,93.33
ATT15491,STU1550,CRS251,45,35,77.78
ATT15492,STU1550,CRS252,45,35,77.78
ATT15493,STU1550,CRS253,45,35,77.78
ATT15494,STU1550,CRS254,45,35,77.78
ATT15495,STU1550,CRS255,45,35,77.78
ATT15496,STU1550,CRS256,45,35,77.78
ATT15497,STU1550,CRS257,45,35,77.78
ATT15498,STU1550,CRS258,45,35,77.78
ATT15499,STU1550,CRS259,45,35,77.78
ATT15500,STU1550,CRS260,45,35,77.78
ATT15501,STU1551,CRS251,45,36,80.0
ATT15502,STU1551,CRS252,45,36,80.0
ATT15503,STU1551,CRS253,45,36,80.0
ATT15504,STU1551,CRS254,45,36,80.0
ATT15505,STU1551,CRS255,45,36,80.0
ATT15506,STU1551,CRS256,45,36,80.0
ATT15507,STU1551,CRS257,45,36,80.0
ATT15508,STU1551,CRS258,45,36,80.0
ATT15509,STU1551,CRS259,45,36,80.0
ATT15510,STU1551,CRS260,45,36,80.0
ATT15511,STU1552,CRS251,45,36,80.0
ATT15512,STU1552,CRS252,45,36,80.0
ATT15513,STU1552,CRS253,45,36,80.0
ATT15514,STU1552,CRS254,45,36,80.0
ATT15515,STU1552,CRS255,45,36,80.0
ATT15516,STU1552,CRS256,45,36,80.0
ATT15517,STU1552,CRS257,45,36,80.0
ATT15518,STU1552,CRS258,45,36,80.0
ATT15519,STU1552,CRS259,45,36,80.0
ATT15520,STU1552,CRS260,45,36,80.0
ATT15521,STU1553,CRS251,45,35,77.78
ATT15522,STU1553,CRS252,45,35,77.78
ATT15523,STU1553,CRS253,45,35,77.78
ATT15524,STU1553,CRS254,45,35,77.78
ATT15525,STU1553,CRS255,45,35,77.78
ATT15526,STU1553,CRS256,45,35,77.78
ATT15527,STU1553,CRS257,45,35,77.78
ATT15528,STU1553,CRS258,45,35,77.78
ATT15529,STU1553,CRS259,45,35,77.78
ATT15530,STU1553,CRS260,45,35,77.78
ATT15531,STU1554,CRS251,45,36,80.0
ATT15532,STU1554,CRS252,45,36,80.0
ATT15533,STU1554,CRS253,45,36,80.0
ATT15534,STU1554,CRS254,45,36,80.0
ATT15535,STU1554,CRS255,45,36,80.0
ATT15536,STU1554,CRS256,45,36,80.0
ATT15537,STU1554,CRS257,45,36,80.0
ATT15538,STU1554,CRS258,45,36,80.0
ATT15539,STU1554,CRS259,45,36,80.0
ATT15540,STU1554,CRS260,45,36,80.0
ATT15541,STU1555,CRS251,45,44,97.78
ATT15542,STU1555,CRS252,45,44,97.78
ATT15543,STU1555,CRS253,45,44,97.78
ATT15544,STU1555,CRS254,45,44,97.78
ATT15545,STU1555,CRS255,45,44,97.78
ATT15546,STU1555,CRS256,45,44,97.78
ATT15547,STU1555,CRS257,45,44,97.78
ATT15548,STU1555,CRS258,45,44,97.78
ATT15549,STU1555,CRS259,45,44,97.78
ATT15550,STU1555,CRS260,45,44,97.78
ATT15551,STU1556,CRS251,45,36,80.0
ATT15552,STU1556,CRS252,45,36,80.0
ATT15553,STU1556,CRS253,45,36,80.0
ATT15554,STU1556,CRS254,45,36,80.0
ATT15555,STU1556,CRS255,45,36,80.0
ATT15556,STU1556,CRS256,45,36,80.0
ATT15557,STU1556,CRS257,45,36,80.0
ATT15558,STU1556,CRS258,45,36,80.0
ATT15559,STU1556,CRS259,45,36,80.0
ATT15560,STU1556,CRS260,45,36,80.0
ATT15561,STU1557,CRS251,45,44,97.78
ATT15562,STU1557,CRS252,45,44,97.78
ATT15563,STU1557,CRS253,45,44,97.78
ATT15564,STU1557,CRS254,45,44,97.78
ATT15565,STU1557,CRS255,45,44,97.78
ATT15566,STU1557,CRS256,45,44,97.78
ATT15567,STU1557,CRS257,45,44,97.78
ATT15568,STU1557,CRS258,45,44,97.78
ATT15569,STU1557,CRS259,45,44,97.78
ATT15570,STU1557,CRS260,45,44,97.78
ATT15571,STU1558,CRS251,45,44,97.78
ATT15572,STU1558,CRS252,45,44,97.78
ATT15573,STU1558,CRS253,45,44,97.78
ATT15574,STU1558,CRS254,45,44,97.78
ATT15575,STU1558,CRS255,45,44,97.78
ATT15576,STU1558,CRS256,45,44,97.78
ATT15577,STU1558,CRS257,45,44,97.78
ATT15578,STU1558,CRS258,45,44,97.78
ATT15579,STU1558,CRS259,45,44,97.78
ATT15580,STU1558,CRS260,45,44,97.78
ATT15581,STU1559,CRS251,45,36,80.0
ATT15582,STU1559,CRS252,45,36,80.0
ATT15583,STU1559,CRS253,45,36,80.0
ATT15584,STU1559,CRS254,45,36,80.0
ATT15585,STU1559,CRS255,45,36,80.0
ATT15586,STU1559,CRS256,45,36,80.0
ATT15587,STU1559,CRS257,45,36,80.0
ATT15588,STU1559,CRS258,45,36,80.0
ATT15589,STU1559,CRS259,45,36,80.0
ATT15590,STU1559,CRS260,45,36,80.0
ATT15591,STU1560,CRS251,45,34,75.56
ATT15592,STU1560,CRS252,45,34,75.56
ATT15593,STU1560,CRS253,45,34,75.56
ATT15594,STU1560,CRS254,45,34,75.56
ATT15595,STU1560,CRS255,45,34,75.56
ATT15596,STU1560,CRS256,45,34,75.56
ATT15597,STU1560,CRS257,45,34,75.56
ATT15598,STU1560,CRS258,45,34,75.56
ATT15599,STU1560,CRS259,45,34,75.56
ATT15600,STU1560,CRS260,45,34,75.56
ATT15601,STU1561,CRS261,45,41,91.11
ATT15602,STU1561,CRS262,45,41,91.11
ATT15603,STU1561,CRS263,45,41,91.11
ATT15604,STU1561,CRS264,45,41,91.11
ATT15605,STU1561,CRS265,45,41,91.11
ATT15606,STU1561,CRS266,45,41,91.11
ATT15607,STU1561,CRS267,45,41,91.11
ATT15608,STU1561,CRS268,45,41,91.11
ATT15609,STU1561,CRS269,45,41,91.11
ATT15610,STU1561,CRS270,45,41,91.11
ATT15611,STU1562,CRS261,45,34,75.56
ATT15612,STU1562,CRS262,45,34,75.56
ATT15613,STU1562,CRS263,45,34,75.56
ATT15614,STU1562,CRS264,45,34,75.56
ATT15615,STU1562,CRS265,45,34,75.56
ATT15616,STU1562,CRS266,45,34,75.56
ATT15617,STU1562,CRS267,45,34,75.56
ATT15618,STU1562,CRS268,45,34,75.56
ATT15619,STU1562,CRS269,45,34,75.56
ATT15620,STU1562,CRS270,45,34,75.56
ATT15621,STU1563,CRS261,45,40,88.89
ATT15622,STU1563,CRS262,45,40,88.89
ATT15623,STU1563,CRS263,45,40,88.89
ATT15624,STU1563,CRS264,45,40,88.89
ATT15625,STU1563,CRS265,45,40,88.89
ATT15626,STU1563,CRS266,45,40,88.89
ATT15627,STU1563,CRS267,45,40,88.89
ATT15628,STU1563,CRS268,45,40,88.89
ATT15629,STU1563,CRS269,45,40,88.89
ATT15630,STU1563,CRS270,45,40,88.89
ATT15631,STU1564,CRS261,45,38,84.44
ATT15632,STU1564,CRS262,45,38,84.44
ATT15633,STU1564,CRS263,45,38,84.44
ATT15634,STU1564,CRS264,45,38,84.44
ATT15635,STU1564,CRS265,45,38,84.44
ATT15636,STU1564,CRS266,45,38,84.44
ATT15637,STU1564,CRS267,45,38,84.44
ATT15638,STU1564,CRS268,45,38,84.44
ATT15639,STU1564,CRS269,45,38,84.44
ATT15640,STU1564,CRS270,45,38,84.44
ATT15641,STU1565,CRS261,45,39,86.67
ATT15642,STU1565,CRS262,45,39,86.67
ATT15643,STU1565,CRS263,45,39,86.67
ATT15644,STU1565,CRS264,45,39,86.67
ATT15645,STU1565,CRS265,45,39,86.67
ATT15646,STU1565,CRS266,45,39,86.67
ATT15647,STU1565,CRS267,45,39,86.67
ATT15648,STU1565,CRS268,45,39,86.67
ATT15649,STU1565,CRS269,45,39,86.67
ATT15650,STU1565,CRS270,45,39,86.67
ATT15651,STU1566,CRS261,45,40,88.89
ATT15652,STU1566,CRS262,45,40,88.89
