Fee_ID,Student_ID,Semester,Tuition_Fee,Library_Fee,Exam_Fee,Total_Fee,Amount_Paid,Balance,Status
FEE10791,STU1349,7,90000,3000,2500,95500,95500,0,Paid
FEE10792,STU1349,8,90000,3000,2500,95500,95500,0,Paid
FEE10793,STU1350,1,90000,3000,2500,95500,76934,18566,Partially Paid
FEE10794,STU1350,2,90000,3000,2500,95500,95500,0,Paid
FEE10795,STU1350,3,90000,3000,2500,95500,74313,21187,Partially Paid
FEE10796,STU1350,4,90000,3000,2500,95500,95500,0,Paid
FEE10797,STU1350,5,90000,3000,2500,95500,95500,0,Paid
FEE10798,STU1350,6,90000,3000,2500,95500,95500,0,Paid
FEE10799,STU1350,7,90000,3000,2500,95500,95500,0,Paid
FEE10800,STU1350,8,90000,3000,2500,95500,95500,0,Paid
FEE10801,STU1351,1,90000,3000,2500,95500,91183,4317,Partially Paid
FEE10802,STU1351,2,90000,3000,2500,95500,95500,0,Paid
FEE10803,STU1351,3,90000,3000,2500,95500,95500,0,Paid
FEE10804,STU1351,4,90000,3000,2500,95500,95500,0,Paid
FEE10805,STU1351,5,90000,3000,2500,95500,95500,0,Paid
FEE10806,STU1351,6,90000,3000,2500,95500,95500,0,Paid
FEE10807,STU1351,7,90000,3000,2500,95500,95500,0,Paid
FEE10808,STU1351,8,90000,3000,2500,95500,95500,0,Paid
FEE10809,STU1352,1,90000,3000,2500,95500,0,95500,Pending
FEE10810,STU1352,2,90000,3000,2500,95500,95500,0,Paid
FEE10811,STU1352,3,90000,3000,2500,95500,60606,34894,Partially Paid
FEE10812,STU1352,4,90000,3000,2500,95500,95500,0,Paid
FEE10813,STU1352,5,90000,3000,2500,95500,95500,0,Paid
FEE10814,STU1352,6,90000,3000,2500,95500,84778,10722,Partially Paid
FEE10815,STU1352,7,90000,3000,2500,95500,0,95500,Pending
FEE10816,STU1352,8,90000,3000,2500,95500,82658,12842,Partially Paid
FEE10817,STU1353,1,90000,3000,2500,95500,79418,16082,Partially Paid
FEE10818,STU1353,2,90000,3000,2500,95500,0,95500,Pending
FEE10819,STU1353,3,90000,3000,2500,95500,95500,0,Paid
FEE10820,STU1353,4,90000,3000,2500,95500,95500,0,Paid
FEE10821,STU1353,5,90000,3000,2500,95500,95500,0,Paid
FEE10822,STU1353,6,90000,3000,2500,95500,95500,0,Paid
FEE10823,STU1353,7,90000,3000,2500,95500,95500,0,Paid
FEE10824,STU1353,8,90000,3000,2500,95500,95500,0,Paid
FEE10825,STU1354,1,90000,3000,2500,95500,48296,47204,Partially Paid
FEE10826,STU1354,2,90000,3000,2500,95500,95500,0,Paid
FEE10827,STU1354,3,90000,3000,2500,95500,95500,0,Paid
FEE10828,STU1354,4,90000,3000,2500,95500,95500,0,Paid
FEE10829,STU1354,5,90000,3000,2500,95500,66306,29194,Partially Paid
FEE10830,STU1354,6,90000,3000,2500,95500,95500,0,Paid
FEE10831,STU1354,7,90000,3000,2500,95500,95500,0,Paid
FEE10832,STU1354,8,90000,3000,2500,95500,95500,0,Paid
FEE10833,STU1355,1,90000,3000,2500,95500,95500,0,Paid
FEE10834,STU1355,2,90000,3000,2500,95500,95500,0,Paid
FEE10835,STU1355,3,90000,3000,2500,95500,95500,0,Paid
FEE10836,STU1355,4,90000,3000,2500,95500,95500,0,Paid
FEE10837,STU1355,5,90000,3000,2500,95500,72308,23192,Partially Paid
FEE10838,STU1355,6,90000,3000,2500,95500,0,95500,Pending
FEE10839,STU1355,7,90000,3000,2500,95500,95500,0,Paid
FEE10840,STU1355,8,90000,3000,2500,95500,95500,0,Paid
FEE10841,STU1356,1,90000,3000,2500,95500,0,95500,Pending
FEE10842,STU1356,2,90000,3000,2500,95500,95500,0,Paid
FEE10843,STU1356,3,90000,3000,2500,95500,95500,0,Paid
FEE10844,STU1356,4,90000,3000,2500,95500,84686,10814,Partially Paid
FEE10845,STU1356,5,90000,3000,2500,95500,95500,0,Paid
FEE10846,STU1356,6,90000,3000,2500,95500,95500,0,Paid
FEE10847,STU1356,7,90000,3000,2500,95500,49223,46277,Partially Paid
FEE10848,STU1356,8,90000,3000,2500,95500,95500,0,Paid
FEE10849,STU1357,1,90000,3000,2500,95500,0,95500,Pending
FEE10850,STU1357,2,90000,3000,2500,95500,95500,0,Paid
FEE10851,STU1357,3,90000,3000,2500,95500,95500,0,Paid
FEE10852,STU1357,4,90000,3000,2500,95500,95500,0,Paid
FEE10853,STU1357,5,90000,3000,2500,95500,92274,3226,Partially Paid
FEE10854,STU1357,6,90000,3000,2500,95500,95500,0,Paid
FEE10855,STU1357,7,90000,3000,2500,95500,95500,0,Paid
FEE10856,STU1357,8,90000,3000,2500,95500,95500,0,Paid
FEE10857,STU1358,1,90000,3000,2500,95500,66253,29247,Partially Paid
FEE10858,STU1358,2,90000,3000,2500,95500,95500,0,Paid
FEE10859,STU1358,3,90000,3000,2500,95500,95500,0,Paid
FEE10860,STU1358,4,90000,3000,2500,95500,0,95500,Pending
FEE10861,STU1358,5,90000,3000,2500,95500,0,95500,Pending
FEE10862,STU1358,6,90000,3000,2500,95500,95500,0,Paid
FEE10863,STU1358,7,90000,3000,2500,95500,95500,0,Paid
FEE10864,STU1358,8,90000,3000,2500,95500,95500,0,Paid
FEE10865,STU1359,1,90000,3000,2500,95500,95500,0,Paid
FEE10866,STU1359,2,90000,3000,2500,95500,95500,0,Paid
FEE10867,STU1359,3,90000,3000,2500,95500,0,95500,Pending
FEE10868,STU1359,4,90000,3000,2500,95500,0,95500,Pending
FEE10869,STU1359,5,90000,3000,2500,95500,62230,33270,Partially Paid
FEE10870,STU1359,6,90000,3000,2500,95500,95500,0,Paid
FEE10871,STU1359,7,90000,3000,2500,95500,95500,0,Paid
FEE10872,STU1359,8,90000,3000,2500,95500,95500,0,Paid
FEE10873,STU1360,1,90000,3000,2500,95500,84268,11232,Partially Paid
FEE10874,STU1360,2,90000,3000,2500,95500,95500,0,Paid
FEE10875,STU1360,3,90000,3000,2500,95500,95500,0,Paid
FEE10876,STU1360,4,90000,3000,2500,95500,56905,38595,Partially Paid
FEE10877,STU1360,5,90000,3000,2500,95500,95500,0,Paid
FEE10878,STU1360,6,90000,3000,2500,95500,95500,0,Paid
FEE10879,STU1360,7,90000,3000,2500,95500,65523,29977,Partially Paid
FEE10880,STU1360,8,90000,3000,2500,95500,95500,0,Paid
FEE10881,STU1361,1,90000,3000,2500,95500,0,95500,Pending
FEE10882,STU1361,2,90000,3000,2500,95500,95500,0,Paid
FEE10883,STU1361,3,90000,3000,2500,95500,95500,0,Paid
FEE10884,STU1361,4,90000,3000,2500,95500,95500,0,Paid
FEE10885,STU1361,5,90000,3000,2500,95500,95500,0,Paid
FEE10886,STU1361,6,90000,3000,2500,95500,64968,30532,Partially Paid
FEE10887,STU1361,7,90000,3000,2500,95500,0,95500,Pending
FEE10888,STU1361,8,90000,3000,2500,95500,95500,0,Paid
FEE10889,STU1362,1,90000,3000,2500,95500,95500,0,Paid
FEE10890,STU1362,2,90000,3000,2500,95500,95500,0,Paid
FEE10891,STU1362,3,90000,3000,2500,95500,95500,0,Paid
FEE10892,STU1362,4,90000,3000,2500,95500,95500,0,Paid
FEE10893,STU1362,5,90000,3000,2500,95500,95500,0,Paid
FEE10894,STU1362,6,90000,3000,2500,95500,95500,0,Paid
FEE10895,STU1362,7,90000,3000,2500,95500,95500,0,Paid
FEE10896,STU1362,8,90000,3000,2500,95500,95500,0,Paid
FEE10897,STU1363,1,90000,3000,2500,95500,95500,0,Paid
FEE10898,STU1363,2,90000,3000,2500,95500,95500,0,Paid
FEE10899,STU1363,3,90000,3000,2500,95500,95500,0,Paid
FEE10900,STU1363,4,90000,3000,2500,95500,95500,0,Paid
FEE10901,STU1363,5,90000,3000,2500,95500,95500,0,Paid
FEE10902,STU1363,6,90000,3000,2500,95500,95500,0,Paid
FEE10903,STU1363,7,90000,3000,2500,95500,95500,0,Paid
FEE10904,STU1363,8,90000,3000,2500,95500,95500,0,Paid
FEE10905,STU1364,1,90000,3000,2500,95500,95500,0,Paid
FEE10906,STU1364,2,90000,3000,2500,95500,95500,0,Paid
FEE10907,STU1364,3,90000,3000,2500,95500,95500,0,Paid
FEE10908,STU1364,4,90000,3000,2500,95500,95500,0,Paid
FEE10909,STU1364,5,90000,3000,2500,95500,92131,3369,Partially Paid
FEE10910,STU1364,6,90000,3000,2500,95500,95500,0,Paid
FEE10911,STU1364,7,90000,3000,2500,95500,83357,12143,Partially Paid
FEE10912,STU1364,8,90000,3000,2500,95500,95500,0,Paid
FEE10913,STU1365,1,90000,3000,2500,95500,95500,0,Paid
FEE10914,STU1365,2,90000,3000,2500,95500,84228,11272,Partially Paid
FEE10915,STU1365,3,90000,3000,2500,95500,95500,0,Paid
FEE10916,STU1365,4,90000,3000,2500,95500,0,95500,Pending
FEE10917,STU1365,5,90000,3000,2500,95500,95500,0,Paid
FEE10918,STU1365,6,90000,3000,2500,95500,83027,12473,Partially Paid
FEE10919,STU1365,7,90000,3000,2500,95500,95500,0,Paid
FEE10920,STU1365,8,90000,3000,2500,95500,95500,0,Paid
FEE10921,STU1366,1,90000,3000,2500,95500,95500,0,Paid
FEE10922,STU1366,2,90000,3000,2500,95500,66327,29173,Partially Paid
FEE10923,STU1366,3,90000,3000,2500,95500,95500,0,Paid
FEE10924,STU1366,4,90000,3000,2500,95500,95500,0,Paid
FEE10925,STU1366,5,90000,3000,2500,95500,95500,0,Paid
FEE10926,STU1366,6,90000,3000,2500,95500,95500,0,Paid
FEE10927,STU1366,7,90000,3000,2500,95500,95500,0,Paid
FEE10928,STU1366,8,90000,3000,2500,95500,95500,0,Paid
FEE10929,STU1367,1,90000,3000,2500,95500,95500,0,Paid
FEE10930,STU1367,2,90000,3000,2500,95500,95500,0,Paid
FEE10931,STU1367,3,90000,3000,2500,95500,95500,0,Paid
FEE10932,STU1367,4,90000,3000,2500,95500,0,95500,Pending
FEE10933,STU1367,5,90000,3000,2500,95500,95500,0,Paid
FEE10934,STU1367,6,90000,3000,2500,95500,0,95500,Pending
FEE10935,STU1367,7,90000,3000,2500,95500,95500,0,Paid
FEE10936,STU1367,8,90000,3000,2500,95500,95500,0,Paid
FEE10937,STU1368,1,90000,3000,2500,95500,66483,29017,Partially Paid
FEE10938,STU1368,2,90000,3000,2500,95500,95500,0,Paid
FEE10939,STU1368,3,90000,3000,2500,95500,95500,0,Paid
FEE10940,STU1368,4,90000,3000,2500,95500,95500,0,Paid
FEE10941,STU1368,5,90000,3000,2500,95500,95500,0,Paid
FEE10942,STU1368,6,90000,3000,2500,95500,82892,12608,Partially Paid
FEE10943,STU1368,7,90000,3000,2500,95500,95500,0,Paid
FEE10944,STU1368,8,90000,3000,2500,95500,0,95500,Pending
FEE10945,STU1369,1,90000,3000,2500,95500,57049,38451,Partially Paid
FEE10946,STU1369,2,90000,3000,2500,95500,95500,0,Paid
FEE10947,STU1369,3,90000,3000,2500,95500,95500,0,Paid
FEE10948,STU1369,4,90000,3000,2500,95500,95500,0,Paid
FEE10949,STU1369,5,90000,3000,2500,95500,91072,4428,Partially Paid
FEE10950,STU1369,6,90000,3000,2500,95500,95500,0,Paid
FEE10951,STU1369,7,90000,3000,2500,95500,95500,0,Paid
FEE10952,STU1369,8,90000,3000,2500,95500,95500,0,Paid
FEE10953,STU1370,1,90000,3000,2500,95500,95500,0,Paid
FEE10954,STU1370,2,90000,3000,2500,95500,95500,0,Paid
FEE10955,STU1370,3,90000,3000,2500,95500,95500,0,Paid
FEE10956,STU1370,4,90000,3000,2500,95500,95500,0,Paid
FEE10957,STU1370,5,90000,3000,2500,95500,95500,0,Paid
FEE10958,STU1370,6,90000,3000,2500,95500,95500,0,Paid
FEE10959,STU1370,7,90000,3000,2500,95500,95500,0,Paid
FEE10960,STU1370,8,90000,3000,2500,95500,95500,0,Paid
FEE10961,STU1371,1,90000,3000,2500,95500,95500,0,Paid
FEE10962,STU1371,2,90000,3000,2500,95500,0,95500,Pending
FEE10963,STU1371,3,90000,3000,2500,95500,73087,22413,Partially Paid
FEE10964,STU1371,4,90000,3000,2500,95500,86162,9338,Partially Paid
FEE10965,STU1371,5,90000,3000,2500,95500,95500,0,Paid
FEE10966,STU1371,6,90000,3000,2500,95500,95500,0,Paid
FEE10967,STU1371,7,90000,3000,2500,95500,95500,0,Paid
FEE10968,STU1371,8,90000,3000,2500,95500,95500,0,Paid
FEE10969,STU1372,1,90000,3000,2500,95500,82017,13483,Partially Paid
FEE10970,STU1372,2,90000,3000,2500,95500,88560,6940,Partially Paid
FEE10971,STU1372,3,90000,3000,2500,95500,95500,0,Paid
FEE10972,STU1372,4,90000,3000,2500,95500,95500,0,Paid
FEE10973,STU1372,5,90000,3000,2500,95500,0,95500,Pending
FEE10974,STU1372,6,90000,3000,2500,95500,95500,0,Paid
FEE10975,STU1372,7,90000,3000,2500,95500,95500,0,Paid
FEE10976,STU1372,8,90000,3000,2500,95500,95500,0,Paid
FEE10977,STU1373,1,90000,3000,2500,95500,95500,0,Paid
FEE10978,STU1373,2,90000,3000,2500,95500,95500,0,Paid
FEE10979,STU1373,3,90000,3000,2500,95500,95500,0,Paid
FEE10980,STU1373,4,90000,3000,2500,95500,95500,0,Paid
FEE10981,STU1373,5,90000,3000,2500,95500,95500,0,Paid
FEE10982,STU1373,6,90000,3000,2500,95500,95500,0,Paid
FEE10983,STU1373,7,90000,3000,2500,95500,95500,0,Paid
FEE10984,STU1373,8,90000,3000,2500,95500,0,95500,Pending
FEE10985,STU1374,1,90000,3000,2500,95500,0,95500,Pending
FEE10986,STU1374,2,90000,3000,2500,95500,95500,0,Paid
FEE10987,STU1374,3,90000,3000,2500,95500,84855,10645,Partially Paid
FEE10988,STU1374,4,90000,3000,2500,95500,95500,0,Paid
FEE10989,STU1374,5,90000,3000,2500,95500,95500,0,Paid
FEE10990,STU1374,6,90000,3000,2500,95500,95500,0,Paid
FEE10991,STU1374,7,90000,3000,2500,95500,50157,45343,Partially Paid
FEE10992,STU1374,8,90000,3000,2500,95500,95500,0,Paid
FEE10993,STU1375,1,90000,3000,2500,95500,95500,0,Paid
FEE10994,STU1375,2,90000,3000,2500,95500,88354,7146,Partially Paid
FEE10995,STU1375,3,90000,3000,2500,95500,95500,0,Paid
FEE10996,STU1375,4,90000,3000,2500,95500,76190,19310,Partially Paid
FEE10997,STU1375,5,90000,3000,2500,95500,95500,0,Paid
FEE10998,STU1375,6,90000,3000,2500,95500,90618,4882,Partially Paid
FEE10999,STU1375,7,90000,3000,2500,95500,77804,17696,Partially Paid
FEE11000,STU1375,8,90000,3000,2500,95500,95500,0,Paid
FEE11001,STU1376,1,90000,3000,2500,95500,0,95500,Pending
FEE11002,STU1376,2,90000,3000,2500,95500,61382,34118,Partially Paid
FEE11003,STU1376,3,90000,3000,2500,95500,67589,27911,Partially Paid
FEE11004,STU1376,4,90000,3000,2500,95500,93125,2375,Partially Paid
FEE11005,STU1376,5,90000,3000,2500,95500,95500,0,Paid
FEE11006,STU1376,6,90000,3000,2500,95500,89495,6005,Partially Paid
FEE11007,STU1376,7,90000,3000,2500,95500,95500,0,Paid
FEE11008,STU1376,8,90000,3000,2500,95500,50228,45272,Partially Paid
FEE11009,STU1377,1,90000,3000,2500,95500,63100,32400,Partially Paid
FEE11010,STU1377,2,90000,3000,2500,95500,95500,0,Paid
FEE11011,STU1377,3,90000,3000,2500,95500,0,95500,Pending
FEE11012,STU1377,4,90000,3000,2500,95500,95500,0,Paid
FEE11013,STU1377,5,90000,3000,2500,95500,95500,0,Paid
FEE11014,STU1377,6,90000,3000,2500,95500,95500,0,Paid
FEE11015,STU1377,7,90000,3000,2500,95500,95500,0,Paid
FEE11016,STU1377,8,90000,3000,2500,95500,95500,0,Paid
FEE11017,STU1378,1,90000,3000,2500,95500,95500,0,Paid
FEE11018,STU1378,2,90000,3000,2500,95500,95500,0,Paid
FEE11019,STU1378,3,90000,3000,2500,95500,95500,0,Paid
FEE11020,STU1378,4,90000,3000,2500,95500,0,95500,Pending
FEE11021,STU1378,5,90000,3000,2500,95500,95500,0,Paid
FEE11022,STU1378,6,90000,3000,2500,95500,95500,0,Paid
FEE11023,STU1378,7,90000,3000,2500,95500,95500,0,Paid
FEE11024,STU1378,8,90000,3000,2500,95500,95500,0,Paid
FEE11025,STU1379,1,90000,3000,2500,95500,92580,2920,Partially Paid
FEE11026,STU1379,2,90000,3000,2500,95500,74832,20668,Partially Paid
FEE11027,STU1379,3,90000,3000,2500,95500,53452,42048,Partially Paid
FEE11028,STU1379,4,90000,3000,2500,95500,95500,0,Paid
FEE11029,STU1379,5,90000,3000,2500,95500,95500,0,Paid
FEE11030,STU1379,6,90000,3000,2500,95500,0,95500,Pending
FEE11031,STU1379,7,90000,3000,2500,95500,95500,0,Paid
FEE11032,STU1379,8,90000,3000,2500,95500,95500,0,Paid
FEE11033,STU1380,1,90000,3000,2500,95500,95500,0,Paid
FEE11034,STU1380,2,90000,3000,2500,95500,0,95500,Pending
FEE11035,STU1380,3,90000,3000,2500,95500,0,95500,Pending
FEE11036,STU1380,4,90000,3000,2500,95500,95500,0,Paid
FEE11037,STU1380,5,90000,3000,2500,95500,95500,0,Paid
FEE11038,STU1380,6,90000,3000,2500,95500,95500,0,Paid
FEE11039,STU1380,7,90000,3000,2500,95500,95500,0,Paid
FEE11040,STU1380,8,90000,3000,2500,95500,68275,27225,Partially Paid
FEE11041,STU1381,1,90000,3000,2500,95500,95500,0,Paid
FEE11042,STU1381,2,90000,3000,2500,95500,68352,27148,Partially Paid
FEE11043,STU1381,3,90000,3000,2500,95500,95500,0,Paid
FEE11044,STU1381,4,90000,3000,2500,95500,95500,0,Paid
FEE11045,STU1381,5,90000,3000,2500,95500,95500,0,Paid
FEE11046,STU1381,6,90000,3000,2500,95500,0,95500,Pending
FEE11047,STU1381,7,90000,3000,2500,95500,84834,10666,Partially Paid
FEE11048,STU1381,8,90000,3000,2500,95500,57822,37678,Partially Paid
FEE11049,STU1382,1,90000,3000,2500,95500,95500,0,Paid
FEE11050,STU1382,2,90000,3000,2500,95500,95500,0,Paid
FEE11051,STU1382,3,90000,3000,2500,95500,55325,40175,Partially Paid
FEE11052,STU1382,4,90000,3000,2500,95500,95500,0,Paid
FEE11053,STU1382,5,90000,3000,2500,95500,95500,0,Paid
FEE11054,STU1382,6,90000,3000,2500,95500,95500,0,Paid
FEE11055,STU1382,7,90000,3000,2500,95500,0,95500,Pending
FEE11056,STU1382,8,90000,3000,2500,95500,47808,47692,Partially Paid
FEE11057,STU1383,1,90000,3000,2500,95500,61022,34478,Partially Paid
FEE11058,STU1383,2,90000,3000,2500,95500,95500,0,Paid
FEE11059,STU1383,3,90000,3000,2500,95500,67897,27603,Partially Paid
FEE11060,STU1383,4,90000,3000,2500,95500,95500,0,Paid
FEE11061,STU1383,5,90000,3000,2500,95500,95500,0,Paid
FEE11062,STU1383,6,90000,3000,2500,95500,95500,0,Paid
FEE11063,STU1383,7,90000,3000,2500,95500,95500,0,Paid
FEE11064,STU1383,8,90000,3000,2500,95500,95500,0,Paid
FEE11065,STU1384,1,90000,3000,2500,95500,95500,0,Paid
FEE11066,STU1384,2,90000,3000,2500,95500,95500,0,Paid
FEE11067,STU1384,3,90000,3000,2500,95500,95500,0,Paid
FEE11068,STU1384,4,90000,3000,2500,95500,95500,0,Paid
FEE11069,STU1384,5,90000,3000,2500,95500,95500,0,Paid
FEE11070,STU1384,6,90000,3000,2500,95500,95500,0,Paid
FEE11071,STU1384,7,90000,3000,2500,95500,83435,12065,Partially Paid
FEE11072,STU1384,8,90000,3000,2500,95500,95500,0,Paid
FEE11073,STU1385,1,90000,3000,2500,95500,0,95500,Pending
FEE11074,STU1385,2,90000,3000,2500,95500,95500,0,Paid
FEE11075,STU1385,3,90000,3000,2500,95500,95500,0,Paid
FEE11076,STU1385,4,90000,3000,2500,95500,95500,0,Paid
FEE11077,STU1385,5,90000,3000,2500,95500,95500,0,Paid
FEE11078,STU1385,6,90000,3000,2500,95500,95500,0,Paid
FEE11079,STU1385,7,90000,3000,2500,95500,80487,15013,Partially Paid
FEE11080,STU1385,8,90000,3000,2500,95500,95500,0,Paid
FEE11081,STU1386,1,90000,3000,2500,95500,0,95500,Pending
FEE11082,STU1386,2,90000,3000,2500,95500,95500,0,Paid
FEE11083,STU1386,3,90000,3000,2500,95500,95500,0,Paid
FEE11084,STU1386,4,90000,3000,2500,95500,57902,37598,Partially Paid
FEE11085,STU1386,5,90000,3000,2500,95500,95500,0,Paid
FEE11086,STU1386,6,90000,3000,2500,95500,94139,1361,Partially Paid
FEE11087,STU1386,7,90000,3000,2500,95500,95500,0,Paid
FEE11088,STU1386,8,90000,3000,2500,95500,95500,0,Paid
FEE11089,STU1387,1,90000,3000,2500,95500,71623,23877,Partially Paid
FEE11090,STU1387,2,90000,3000,2500,95500,95500,0,Paid
FEE11091,STU1387,3,90000,3000,2500,95500,0,95500,Pending
FEE11092,STU1387,4,90000,3000,2500,95500,95500,0,Paid
FEE11093,STU1387,5,90000,3000,2500,95500,95500,0,Paid
FEE11094,STU1387,6,90000,3000,2500,95500,95500,0,Paid
FEE11095,STU1387,7,90000,3000,2500,95500,95500,0,Paid
FEE11096,STU1387,8,90000,3000,2500,95500,95500,0,Paid
FEE11097,STU1388,1,90000,3000,2500,95500,95500,0,Paid
FEE11098,STU1388,2,90000,3000,2500,95500,95500,0,Paid
FEE11099,STU1388,3,90000,3000,2500,95500,79966,15534,Partially Paid
FEE11100,STU1388,4,90000,3000,2500,95500,95500,0,Paid
FEE11101,STU1388,5,90000,3000,2500,95500,95500,0,Paid
FEE11102,STU1388,6,90000,3000,2500,95500,66067,29433,Partially Paid
FEE11103,STU1388,7,90000,3000,2500,95500,95500,0,Paid
FEE11104,STU1388,8,90000,3000,2500,95500,95500,0,Paid
FEE11105,STU1389,1,90000,3000,2500,95500,87354,8146,Partially Paid
FEE11106,STU1389,2,90000,3000,2500,95500,95500,0,Paid
FEE11107,STU1389,3,90000,3000,2500,95500,95500,0,Paid
FEE11108,STU1389,4,90000,3000,2500,95500,95500,0,Paid
FEE11109,STU1389,5,90000,3000,2500,95500,95500,0,Paid
FEE11110,STU1389,6,90000,3000,2500,95500,95500,0,Paid
FEE11111,STU1389,7,90000,3000,2500,95500,95500,0,Paid
FEE11112,STU1389,8,90000,3000,2500,95500,95500,0,Paid
FEE11113,STU1390,1,90000,3000,2500,95500,95500,0,Paid
FEE11114,STU1390,2,90000,3000,2500,95500,95500,0,Paid
FEE11115,STU1390,3,90000,3000,2500,95500,95500,0,Paid
FEE11116,STU1390,4,90000,3000,2500,95500,89170,6330,Partially Paid
FEE11117,STU1390,5,90000,3000,2500,95500,95500,0,Paid
FEE11118,STU1390,6,90000,3000,2500,95500,95500,0,Paid
FEE11119,STU1390,7,90000,3000,2500,95500,95500,0,Paid
FEE11120,STU1390,8,90000,3000,2500,95500,95500,0,Paid
FEE11121,STU1391,1,90000,3000,2500,95500,95500,0,Paid
FEE11122,STU1391,2,90000,3000,2500,95500,95500,0,Paid
FEE11123,STU1391,3,90000,3000,2500,95500,0,95500,Pending
FEE11124,STU1391,4,90000,3000,2500,95500,95500,0,Paid
FEE11125,STU1391,5,90000,3000,2500,95500,95500,0,Paid
FEE11126,STU1391,6,90000,3000,2500,95500,95500,0,Paid
FEE11127,STU1391,7,90000,3000,2500,95500,95500,0,Paid
FEE11128,STU1391,8,90000,3000,2500,95500,88740,6760,Partially Paid
FEE11129,STU1392,1,90000,3000,2500,95500,0,95500,Pending
FEE11130,STU1392,2,90000,3000,2500,95500,95500,0,Paid
FEE11131,STU1392,3,90000,3000,2500,95500,95500,0,Paid
FEE11132,STU1392,4,90000,3000,2500,95500,95500,0,Paid
FEE11133,STU1392,5,90000,3000,2500,95500,65006,30494,Partially Paid
FEE11134,STU1392,6,90000,3000,2500,95500,95500,0,Paid
FEE11135,STU1392,7,90000,3000,2500,95500,53977,41523,Partially Paid
FEE11136,STU1392,8,90000,3000,2500,95500,95500,0,Paid
FEE11137,STU1393,1,90000,3000,2500,95500,68080,27420,Partially Paid
FEE11138,STU1393,2,90000,3000,2500,95500,95500,0,Paid
FEE11139,STU1393,3,90000,3000,2500,95500,95500,0,Paid
FEE11140,STU1393,4,90000,3000,2500,95500,80969,14531,Partially Paid
FEE11141,STU1393,5,90000,3000,2500,95500,95500,0,Paid
FEE11142,STU1393,6,90000,3000,2500,95500,95500,0,Paid
FEE11143,STU1393,7,90000,3000,2500,95500,95500,0,Paid
FEE11144,STU1393,8,90000,3000,2500,95500,76018,19482,Partially Paid
FEE11145,STU1394,1,90000,3000,2500,95500,95500,0,Paid
FEE11146,STU1394,2,90000,3000,2500,95500,95500,0,Paid
FEE11147,STU1394,3,90000,3000,2500,95500,58523,36977,Partially Paid
FEE11148,STU1394,4,90000,3000,2500,95500,95500,0,Paid
FEE11149,STU1394,5,90000,3000,2500,95500,81768,13732,Partially Paid
FEE11150,STU1394,6,90000,3000,2500,95500,95500,0,Paid
FEE11151,STU1394,7,90000,3000,2500,95500,95500,0,Paid
FEE11152,STU1394,8,90000,3000,2500,95500,95500,0,Paid
FEE11153,STU1395,1,90000,3000,2500,95500,57338,38162,Partially Paid
FEE11154,STU1395,2,90000,3000,2500,95500,68913,26587,Partially Paid
FEE11155,STU1395,3,90000,3000,2500,95500,85283,10217,Partially Paid
FEE11156,STU1395,4,90000,3000,2500,95500,95500,0,Paid
FEE11157,STU1395,5,90000,3000,2500,95500,77415,18085,Partially Paid
FEE11158,STU1395,6,90000,3000,2500,95500,95500,0,Paid
FEE11159,STU1395,7,90000,3000,2500,95500,95500,0,Paid
FEE11160,STU1395,8,90000,3000,2500,95500,95500,0,Paid
FEE11161,STU1396,1,90000,3000,2500,95500,95500,0,Paid
FEE11162,STU1396,2,90000,3000,2500,95500,0,95500,Pending
FEE11163,STU1396,3,90000,3000,2500,95500,89363,6137,Partially Paid
FEE11164,STU1396,4,90000,3000,2500,95500,95500,0,Paid
FEE11165,STU1396,5,90000,3000,2500,95500,95500,0,Paid
FEE11166,STU1396,6,90000,3000,2500,95500,0,95500,Pending
FEE11167,STU1396,7,90000,3000,2500,95500,90773,4727,Partially Paid
FEE11168,STU1396,8,90000,3000,2500,95500,95500,0,Paid
FEE11169,STU1397,1,90000,3000,2500,95500,84887,10613,Partially Paid
FEE11170,STU1397,2,90000,3000,2500,95500,77044,18456,Partially Paid
FEE11171,STU1397,3,90000,3000,2500,95500,95500,0,Paid
FEE11172,STU1397,4,90000,3000,2500,95500,0,95500,Pending
FEE11173,STU1397,5,90000,3000,2500,95500,95500,0,Paid
FEE11174,STU1397,6,90000,3000,2500,95500,85480,10020,Partially Paid
FEE11175,STU1397,7,90000,3000,2500,95500,73566,21934,Partially Paid
FEE11176,STU1397,8,90000,3000,2500,95500,95500,0,Paid
FEE11177,STU1398,1,90000,3000,2500,95500,95500,0,Paid
FEE11178,STU1398,2,90000,3000,2500,95500,95500,0,Paid
FEE11179,STU1398,3,90000,3000,2500,95500,95500,0,Paid
FEE11180,STU1398,4,90000,3000,2500,95500,95500,0,Paid
FEE11181,STU1398,5,90000,3000,2500,95500,0,95500,Pending
FEE11182,STU1398,6,90000,3000,2500,95500,95500,0,Paid
FEE11183,STU1398,7,90000,3000,2500,95500,95500,0,Paid
FEE11184,STU1398,8,90000,3000,2500,95500,95500,0,Paid
FEE11185,STU1399,1,90000,3000,2500,95500,51718,43782,Partially Paid
FEE11186,STU1399,2,90000,3000,2500,95500,95500,0,Paid
FEE11187,STU1399,3,90000,3000,2500,95500,95500,0,Paid
FEE11188,STU1399,4,90000,3000,2500,95500,62893,32607,Partially Paid
FEE11189,STU1399,5,90000,3000,2500,95500,95500,0,Paid
FEE11190,STU1399,6,90000,3000,2500,95500,95500,0,Paid
